date,city,trips,users,subscribers,occasional_users,new_subscribers,total_subscribers,bikes_available,bikes_in_maintenance,bike_maintenance_cost,stations,station_maintenance_cost,trips_per_user,trips_per_bike,trips_per_1k_residents,avg_trip_duration,avg_trip_distance,saved_CO2,daily_subcribers_revenue,daily_occasional_users_revenue,daily_revenue,daily_operational_expenses,daily_operating_income
2020-12-03,Perpignan,919,316,232,84,4,1656,188,4,320,32,0,2,4.882453969059982,7.64879105106286,14.701983991402148,3.521836050531207,213.62818874153888,546.8017945125513,624.0608752033966,1170.862669715948,320.9158230146238,849.9468467013241
2020-12-04,Perpignan,883,248,181,66,3,1660,188,4,308,32,0,3,4.687256785207075,7.350248100084664,17.55929506180923,4.046194937559152,235.85518460295233,547.8980638433811,690.1944994794235,1238.0925633228046,308.3900321832651,929.7025311395396
2020-12-05,Perpignan,1053,341,209,132,7,1666,187,5,367,32,0,3,5.615447630367218,8.764623904434712,14.048944770836094,3.2335855792880546,224.7575404366463,550.0813554376808,993.9329810538426,1544.0143364915234,367.7321651131343,1176.2821713783892
2020-12-06,Perpignan,1119,393,236,157,8,1674,187,5,390,32,0,2,5.978753621488013,9.314635779333724,14.912286212211885,3.5616924790845705,263.0988341028631,552.6638814340164,1154.031829541076,1706.6957109750924,390.8086895367561,1315.8870214383364
2020-12-07,Perpignan,1001,332,248,83,4,1678,187,5,349,32,0,3,5.329256082907624,8.329937324285417,17.17743579987366,3.8671059396862035,255.46089538143093,554.040786479656,731.9312145284289,1285.972001008085,349.4942761852312,936.4777248228538
2020-12-08,Perpignan,902,286,215,71,4,1682,188,4,315,32,0,3,4.791319057719408,7.509478739876871,11.829986647094383,2.6498322586132526,157.80646866330474,555.2178592660374,470.8561458014003,1026.0740050674376,315.0707783922964,711.0032266751411
2020-12-09,Perpignan,959,349,260,89,4,1686,188,4,334,32,0,2,5.100498656496068,7.981582293847685,14.70430877693095,3.38109552919787,214.01443344121634,556.692177996222,630.8426099198823,1187.5347879161043,334.8785492621281,852.6562386539762
2020-12-10,Perpignan,912,323,246,77,4,1690,188,4,318,32,0,2,4.844160918278558,7.590270463353059,12.373122809696095,3.077984164310633,185.2764663014708,557.955202530157,478.19249167859806,1036.147694208755,318.46050916923116,717.6871850395238
2020-12-11,Perpignan,825,325,246,79,4,1694,188,4,287,32,379,2,4.36988511939535,6.863585665815119,16.12477982730906,3.7264596477600387,202.83556583176147,559.2662700685044,566.7422482027989,1126.0085182713033,667.1500421858594,458.85847608544384
2020-12-12,Perpignan,1034,384,219,166,8,1703,187,5,360,32,0,2,5.5088055183570885,8.602795342797732,16.291255426496697,3.7540652450814935,256.116780659824,561.9999516085592,1254.1459757541297,1816.1459273626888,360.9424194267505,1455.2035079359382
2020-12-13,Perpignan,928,281,170,112,6,1708,188,4,324,32,0,3,4.931134335298465,7.723153155521242,13.999202315462844,3.2638124872488175,199.9016935830558,563.8404902280467,883.9805060108391,1447.820996238886,324.03579005177346,1123.7852061871126
2020-12-14,Perpignan,908,261,199,62,3,1711,188,4,316,32,0,3,4.821236575380316,7.555225954121511,15.123830120454814,3.646351848107001,218.47545709415587,564.8661800026679,551.8960442059699,1116.7622242086377,316.9901673273497,799.772056881288
2020-12-15,Perpignan,800,275,206,69,3,1715,188,4,279,32,0,2,4.235608959709031,6.657213114010225,13.887713550483015,3.2126948336450636,169.6127757206968,566.0042392908749,486.4304672758604,1052.4347065667353,279.3127712868385,773.1219352798968
2020-12-16,Perpignan,910,326,251,75,4,1718,188,4,317,32,0,2,4.83087274400262,7.569957782400549,13.758489523651978,3.2872562001523153,197.3438684140441,567.2468545831546,508.56537492718303,1075.8122295103376,317.60826197330306,758.2039675370345
2020-12-17,Perpignan,886,311,237,74,4,1722,188,4,309,32,0,2,4.703309794692315,7.3748225091574495,15.69311318342128,3.648707015130669,213.39645019885066,568.4754101080409,573.5394689307647,1142.0148790388057,309.4210861969049,832.5937928419007
2020-12-18,Perpignan,963,329,248,81,4,1726,188,4,336,32,0,2,5.123152083912568,8.016115138710063,15.855247279947989,3.5563748511893243,226.08310210532503,569.8091000010774,644.404165185499,1214.2132651865763,336.3274235033073,877.8858416832691
2020-12-19,Perpignan,951,335,199,135,7,1733,188,4,332,32,421,2,5.0562652053716315,7.914130126823432,16.1612915292865,3.694989579034129,231.90655862659173,572.0393860144044,1066.6353630729277,1638.6747490873322,753.8326671226882,884.842081964644
2020-12-20,Perpignan,1047,368,221,147,7,1740,187,5,365,32,0,2,5.582281299013853,8.714312880943394,14.686983839380762,3.438287568794418,237.6139711078645,574.4609482163698,1066.728396501135,1641.1893447175048,365.62129512039456,1275.5680495971103
2020-12-21,Perpignan,900,259,201,58,3,1743,188,4,314,32,0,3,4.77996062879755,7.492106813191642,15.069878132866334,3.705903827818855,220.18855005894846,575.4100499683428,509.73867761459604,1085.1487275829388,314.3419146918341,770.8068128911048
2020-12-22,Perpignan,883,449,331,118,6,1749,188,4,308,32,0,1,4.686772647453377,7.349506906075255,15.014682691082154,3.38221613112058,197.13157211284116,577.3553026993561,640.0135671417753,1217.3688698411315,308.35893434257946,909.0099354985521
2020-12-23,Perpignan,870,294,218,76,4,1753,188,4,303,32,898,2,4.613101714650961,7.236677563242107,12.989794101099609,3.2072662146373094,184.06484889586804,578.6056604522046,512.3927462657925,1090.998406717997,1201.7563374134788,-110.75793069548172
2020-12-24,Perpignan,855,247,190,57,3,1756,188,4,298,32,0,3,4.532117038083733,7.112549884202802,16.037869117149267,3.6397540699753606,205.3023838792768,579.5403297387717,527.9385249357392,1107.4788546745108,298.4170680808876,809.0617865936232
2020-12-25,Perpignan,929,332,249,83,4,1760,188,4,324,32,0,2,4.936579534164988,7.7314687405133,14.790592413976407,3.2660033223020375,200.25125798994068,580.9135334664287,599.4158628657053,1180.329396332134,324.38468215560516,855.9447141765288
2020-12-26,Perpignan,1117,352,215,137,7,1767,187,5,389,32,0,3,5.965829139735516,9.295103758829683,17.3190032625559,4.0721330992441285,300.17383462556603,583.1772492652822,1268.4336334988584,1851.6108827641406,389.98919605166196,1461.6216867124785
2020-12-27,Perpignan,1003,340,201,139,7,1774,187,5,350,32,0,2,5.34230912833995,8.349790452060478,14.628248227961882,3.4160020937223097,226.19881801631573,585.4683172021619,1038.9896219535633,1624.4579391557252,350.32724217904837,1274.1306969766767
2020-12-28,Perpignan,917,296,221,75,4,1777,188,4,320,32,0,3,4.869416330747972,7.628869084603078,15.483356434356098,3.5824430435196684,216.7385098630087,586.7066819277961,615.4841929557226,1202.1908748835187,320.0799687966396,882.1109060868791
2020-12-29,Perpignan,908,266,196,70,4,1781,188,4,317,32,0,3,4.821837410855372,7.55614455669784,13.628466749447789,3.2375001549918045,194.00221221766265,587.8624751221231,558.9280378412801,1146.7905129634032,317.0287085948308,829.7618043685725
2020-12-30,Perpignan,923,360,271,89,4,1785,188,4,322,32,0,2,4.901219524661123,7.677460867043331,14.801304470627663,3.5692819703271597,217.31769811319108,589.3321212371666,595.1108687738088,1184.4429900109753,322.118705604778,862.3242844061974
2020-12-31,Perpignan,1091,445,334,111,6,1791,187,5,381,32,696,2,5.8256611551883895,9.083112900429915,13.299516639360228,2.938090469243939,211.639391068677,591.1611296796101,653.2332391208098,1244.39436880042,1077.7991796812348,166.59518911918508
2020-01-01,Mulhouse,670,231,170,61,3,695,172,3,195,29,0,2,3.893386062007514,6.125613903219299,11.6183953922477,2.739032285173827,121.19332365367845,229.55337316498196,368.0670870981405,597.6204602631225,195.43914371339838,402.1813165497241
2020-01-02,Mulhouse,519,158,121,37,2,697,173,2,151,29,0,3,2.999178078697614,4.742294961221059,15.69157319384149,3.849242895044258,131.85475748655227,230.1644755969973,324.0291650132091,554.1936406102063,151.30402945740914,402.8896111527972
2020-01-03,Mulhouse,498,157,116,41,2,699,173,2,145,29,0,3,2.8763460478434726,4.551196277828719,15.497416229453435,3.398965600148318,111.73886601071553,230.83540822922023,340.3781443915207,571.213552620741,145.20698128606932,426.00657133467166
2020-01-04,Mulhouse,634,163,97,66,3,702,172,3,184,29,0,3,3.6782566088265622,5.79407143517755,14.324552515352517,3.3762964248050564,141.30461267300038,231.92012455401016,616.5136663176643,848.4337908716744,184.86120375791853,663.5725871137558
2020-01-05,Mulhouse,713,275,170,105,5,708,171,4,207,29,0,2,4.145333382686843,6.512890760799312,19.443610057007884,4.312268145865685,202.86703276041095,233.6476288196496,897.3487879708359,1130.9964167904855,207.79530239745702,923.2011143930284
2020-01-06,Mulhouse,552,147,110,36,2,709,172,3,160,29,0,3,3.1934165174475275,5.043951057260191,17.334216541172054,3.9655036618001436,144.47780796687601,234.24373170563854,389.9394518524819,624.1831835581204,160.92843772689386,463.2547458312265
2020-01-07,Mulhouse,403,111,83,28,1,711,173,2,117,29,0,3,2.3224814365608784,3.686239078894203,17.180994476857663,4.006634148791473,106.6829734750829,234.70644171979944,290.42517960549935,525.1316213252987,117.61031963234356,407.52130169295515
2020-01-08,Mulhouse,566,247,187,61,3,714,172,3,164,29,0,2,3.2731139821340167,5.167533651619469,12.615662329860303,2.9996117950406247,111.964486051319,235.70538967026863,322.46681387516605,558.1722035454347,164.8713692927838,393.30083425265093
2020-01-09,Mulhouse,525,156,120,36,2,716,173,2,152,29,0,3,3.032178742040088,4.793591793873506,19.11541445229461,4.335901916442295,150.13170691891332,236.2985128476376,382.8731426962604,619.1716555438979,152.94066689607217,466.23098864782577
2020-01-10,Mulhouse,555,183,133,49,2,718,172,3,161,29,0,3,3.2113844508216656,5.071822567250185,12.680676827991697,2.849825296082463,104.40329699171797,237.10989309671234,333.5206042088184,570.6304973055308,161.8176847693137,408.81281253621705
2020-01-11,Mulhouse,703,231,141,90,5,723,172,3,204,29,0,3,4.08692052419011,6.423198848084781,14.873327698170966,3.365689004323238,156.15549656065602,238.59878370226585,702.1620486013752,940.7608323036411,204.9336609528775,735.8271713507636
2020-01-12,Mulhouse,625,207,125,82,4,727,172,3,182,29,0,3,3.623429015344744,5.7094479923154475,14.624430408159563,3.4540945435937602,142.44928270598854,239.9471817029786,623.0546068337621,863.0017885367407,182.16127302895814,680.8405155077826
2020-01-13,Mulhouse,659,303,224,79,4,731,172,3,191,29,0,2,3.8229530295361625,6.017154782396575,14.009866772932163,3.338696776763986,145.11091675813103,241.25635011677016,441.6950114111029,682.951361527873,191.97873010646813,490.9726314214049
2020-01-14,Mulhouse,551,146,110,36,2,732,172,3,160,29,0,3,3.1891971444137983,5.0374052371846965,20.291861341691018,4.83349660806561,175.87342947400415,241.85496494358432,452.36825430398983,694.2232192475742,160.7195918070124,533.5036274405618
2020-01-15,Mulhouse,593,176,133,43,2,735,172,3,172,29,0,3,3.43439213700502,5.417283199304758,15.523439508580434,3.563957809994257,139.45883046342283,242.5725027444289,384.1414328301955,626.7139355746244,172.8396870016046,453.8742485730198
2020-01-16,Mulhouse,672,202,151,51,3,737,172,3,195,29,0,3,3.900690378792451,6.136856887097712,18.006366465676102,4.451797954360581,197.33920119123675,243.40879785625415,505.85959696205424,749.2683948183084,195.7978537425802,553.4705410757282
2020-01-17,Mulhouse,477,170,127,43,2,739,173,2,138,29,681,2,2.7512272036548437,4.356269819916445,13.936381024929094,3.039518179567548,95.64261491069527,244.12311185410294,296.5715976472645,540.6947095013675,820.9649401355849,-280.27023063421746
2020-01-18,Mulhouse,671,256,154,101,5,744,172,3,195,29,0,2,3.898200676443852,6.133024778626757,13.015375032690033,3.084897603517759,136.66188201216806,245.79583798627655,620.9600437833043,866.7558817695808,195.6755894258908,671.08029234369
2020-01-19,Mulhouse,761,236,140,96,5,749,171,4,221,29,0,3,4.435022611801209,6.956845306989838,15.996259969377057,3.978455877488329,199.9211849164783,247.37686464146284,837.5486959980294,1084.9255606394922,221.95977598753217,862.9657846519601
2020-01-20,Mulhouse,434,164,121,43,2,751,173,2,126,29,0,2,2.5021492893512804,3.9674102845934884,12.983647311277608,3.002009922388962,86.03024563660323,248.09169081254024,266.93118397223094,515.0228747847711,126.58115268629304,388.4417220984781
2020-01-21,Mulhouse,594,173,128,45,2,754,172,3,173,29,0,3,3.443241554849707,5.4309740969058975,15.05328018629732,3.5030148640143515,137.42053541734,248.83777378629267,395.21426644776875,644.0520402340615,173.27649829041735,470.7755419436441
2020-01-22,Mulhouse,525,190,140,49,2,756,173,2,152,29,0,2,3.0329310515948396,4.794760977091907,13.776095300740884,3.225950595544547,111.72660414295495,249.64775998914578,329.8890617154734,579.5368217046192,152.97796996000315,426.55885174461605
2020-01-23,Mulhouse,534,212,155,57,3,759,172,3,155,29,0,2,3.090243352811905,4.883802588827677,15.903620030618484,3.692712580178712,130.2673358929056,250.58601006359513,399.60535443077754,650.1913644943727,155.81886339981887,494.37250109455385
2020-01-24,Mulhouse,587,193,145,48,2,761,172,3,171,29,601,3,3.4000576899865087,5.364151732554193,15.445120310273172,3.612279955742757,139.96336652973469,251.3849746810608,389.280797918075,640.6657725991358,772.2183632161881,-131.55259061705226
2020-01-25,Mulhouse,739,262,158,103,5,766,171,4,215,29,0,2,4.299052521040824,6.748646077076386,17.220738388701555,4.1318439620215965,201.4153149112491,253.0872520469891,855.5754013930355,1108.6626534400245,215.31713088143277,893.3455225585917
2020-01-26,Mulhouse,781,206,122,84,4,771,171,4,227,29,0,3,4.551052591606728,7.134263996836774,15.600319106640775,3.776575238659921,194.61631365049234,254.46800938035918,825.4499334742433,1079.9179428546024,227.6203607665067,852.2975820880957
2020-01-27,Mulhouse,649,241,179,62,3,774,172,3,189,29,0,2,3.764412696159587,5.926944434012382,16.983639706095257,4.054822224709378,173.59395533507853,255.49818925245773,489.75027061724813,745.2484598697058,189.10054785064094,556.1479120190648
2020-01-28,Mulhouse,588,202,152,51,3,776,172,3,171,29,0,2,3.4044831677068803,5.371001160526389,14.628413184553256,3.353751001681574,130.11218986560124,256.3369489299557,374.88174008902695,631.2186890189827,171.36304773392223,459.8556412850604
2020-01-29,Mulhouse,487,146,109,37,2,778,173,2,142,29,0,3,2.8134765347588497,4.453284046180176,14.902395232940576,3.429061745222268,110.30307681284522,256.94406330598156,310.9688433691464,567.9129066751279,142.0830686440397,425.82983803108823
2020-01-30,Mulhouse,679,212,158,55,3,781,172,3,197,29,0,3,3.9453973078478284,6.205651000912812,16.21845506883492,3.835997312624454,171.94817340037835,257.8461633343219,480.408920827344,738.2550841616659,197.9927460274954,540.2623381341705
2020-01-31,Mulhouse,697,264,199,65,3,784,172,3,203,29,0,2,4.0533075315870475,6.371560312364644,17.165832658873335,4.022887385446709,185.1465391983267,258.9212967254072,508.21400339221225,767.1353001176194,203.2861213979517,563.8491787196677
2020-02-01,Mulhouse,792,460,277,183,9,793,171,4,230,29,0,1,4.615745670249539,7.2330856694202605,16.438836615971624,3.660892838925336,191.2681028381676,261.94053880298816,958.773189593203,1220.713728396191,230.77328933418747,989.9404390620036
2020-02-02,Mulhouse,684,252,155,97,5,798,172,3,199,29,0,2,3.9746722865111064,6.2506802253955485,13.055001317303793,2.985141706823783,134.7795986103098,263.5491628640369,615.7366197825967,879.2857826466336,199.4294139621753,679.8563686844583
2020-02-03,Mulhouse,579,152,113,39,2,800,172,3,168,29,0,3,3.3529108882027265,5.291160408158731,12.998637495131405,3.127062913731024,119.51418977975747,264.1846844997266,324.7537449756232,588.9384294753497,168.81570986335095,420.1227196119988
2020-02-04,Mulhouse,496,265,200,65,3,803,173,2,144,29,317,1,2.8638237511320432,4.531699691434934,14.952336218191723,3.4643325370615146,113.39988643720193,265.26263672298893,339.38354280100657,604.6461795239954,461.9428447913119,142.70333473268352
2020-02-05,Mulhouse,535,187,141,47,2,806,172,3,155,29,0,2,3.0912888587659393,4.885426379850693,15.565526407025517,3.6427408415313294,128.54721525576622,266.03269431513127,357.4608010845792,623.4934953997105,155.87067083204067,467.6228245676698
2020-02-06,Mulhouse,558,170,127,43,2,808,172,3,162,29,0,3,3.229145759416486,5.09936807260955,18.110514246995365,4.42659379605853,163.04893118153146,266.7469427474871,428.4894392029326,695.2363819504196,162.6965305577755,532.5398513926441
2020-02-07,Mulhouse,689,303,226,77,4,812,172,3,200,29,0,2,4.003870954207603,6.295577482922541,14.543867343433957,3.361323218534865,152.8543397832099,268.0139403342674,457.9859765638013,725.9999168980687,200.86187146027908,525.1380454377896
2020-02-08,Mulhouse,767,286,172,114,6,817,171,4,223,29,0,2,4.466609948997341,7.005167354964755,16.307194018998548,3.90126996478751,197.404225242352,269.8887802029897,858.3646646782461,1128.2534448812357,223.5015022255721,904.7519426556637
2020-02-09,Mulhouse,732,219,135,84,4,822,171,4,213,29,692,3,4.256925440572247,6.684076792752597,12.272730157236891,3.034932977465151,146.52862027154833,271.2814351176195,602.3337529454177,873.6151880630372,905.7001114243891,-32.08492336135191
2020-02-10,Mulhouse,616,189,141,48,2,824,172,3,179,29,0,3,3.5689589897956457,5.625325264789636,17.516458472426024,4.0232322426560465,163.47625004442335,272.0741448308973,458.56708835030486,730.6412331812021,179.47731773986627,551.1639154413358
2020-02-11,Mulhouse,456,132,99,32,2,826,173,2,133,29,0,3,2.632111046752692,4.170441404092497,15.543013762928153,3.590806468738066,108.16978020577773,272.6064384009511,293.18280875826565,565.7892471592168,133.05890802134687,432.7303391378699
2020-02-12,Mulhouse,638,274,199,75,4,829,172,3,186,29,0,2,3.7020613344829383,5.830796672507974,12.621881884796458,3.0544281739819916,128.64406032151328,273.84009766252836,404.37025152689256,678.2103491894209,186.03293104108232,492.1774181483386
2020-02-13,Mulhouse,698,435,327,108,5,835,172,3,203,29,0,1,4.057396393060014,6.377842925845355,16.839366102373226,3.8831549990081857,178.89181486583206,275.6245324249843,546.4477621030837,822.072294528068,203.48656964989053,618.5857248781775
2020-02-14,Mulhouse,587,221,164,57,3,838,172,3,171,29,804,2,3.4019889056479946,5.367140767256352,16.066369076869297,3.5434550417235875,137.37314392499835,276.5627237876948,421.1363522335822,697.699076021277,975.2432709564106,-277.54419493513353
2020-02-15,Mulhouse,707,211,127,84,4,842,171,4,206,29,0,3,4.11280070043206,6.462944579422486,13.068529269263475,3.2558124398017187,151.9923517293988,277.94367450383965,633.9324996897503,911.87617419359,206.2017578035167,705.6744163900734
2020-02-16,Mulhouse,757,241,140,101,5,847,171,4,220,29,0,3,4.408583680929629,6.916386239564661,15.002698637108315,3.4099521406320195,170.35678933531076,279.61526647004774,817.0467934979004,1096.6620599679482,220.66891998224858,875.9931399856996
2020-02-17,Mulhouse,621,192,147,46,2,849,172,3,181,29,0,3,3.6025132790363767,5.677152063467288,15.521335675986732,3.485594643310123,142.93524528868002,280.366770616304,387.90826768496856,668.2750383012726,181.13086386846632,487.14417443280627
2020-02-18,Mulhouse,624,260,198,62,3,852,172,3,181,29,469,2,3.61555814254719,5.697295482710907,12.506108654584189,3.0318917187144376,124.77120107191635,281.39103447512093,341.13653785510735,622.5275723302283,651.5279776384441,-29.000405308215818
2020-02-19,Mulhouse,729,253,189,64,3,855,171,4,212,29,0,2,4.244228628043086,6.664610134953045,17.258683421459462,4.102038340678238,197.47239309922307,282.44551961939186,541.5828324296693,824.0283520490611,212.63594450089658,611.3924075481646
2020-02-20,Mulhouse,587,271,200,72,4,859,172,3,171,29,0,2,3.401533646400463,5.366436146575631,16.594949769519914,3.9392286307807862,152.69649864402302,283.62769301985225,457.48150260971386,741.1091956295661,171.21739989655086,569.8917957330152
2020-02-21,Mulhouse,512,202,151,51,3,862,173,2,149,29,0,2,2.955234414239689,4.673958758673586,9.616809625914776,2.2376679544200035,75.54616853348081,284.4762910372416,239.2612383066187,523.7375293438603,149.1237469385444,374.6137824053159
2020-02-22,Mulhouse,673,283,173,110,6,867,172,3,196,29,0,2,3.906215358502234,6.145360465185732,15.095960930515863,3.634539752536863,161.33504338292312,286.29805689896676,703.7878004323325,990.0858573312992,196.06916238956322,794.016694941736
2020-02-23,Mulhouse,805,184,110,74,4,871,171,4,234,29,0,4,4.694719747109741,7.353626311937069,14.310264207924577,3.284863225267716,174.48205698909422,287.52472062803463,771.3527580892858,1058.8774787173204,234.61916671535363,824.2583120019667
2020-02-24,Mulhouse,572,161,123,39,2,873,172,3,166,29,0,3,3.3107666921137504,5.2258814835909435,11.497794899359437,2.506211270335092,94.60392599105799,288.16375096812914,275.67269047995217,563.8364414480814,166.7329705132011,397.10347093488025
2020-02-25,Mulhouse,590,248,184,64,3,876,172,3,172,29,0,2,3.420101776112617,5.395171789970695,18.826836077170867,4.3047891015862545,167.7602567359714,289.2222948664393,495.7832723289266,785.005567195366,172.13421731728863,612.8713498780774
2020-02-26,Mulhouse,670,197,151,46,2,878,172,3,195,29,0,3,3.8922466051385496,6.123859940884105,15.888186711096628,3.784918810550058,167.42246895080623,289.9842704163982,421.06768611849645,711.0519565348947,195.38318313502833,515.6687733998663
2020-02-27,Mulhouse,603,177,136,41,2,880,172,3,175,29,0,3,3.4954492516556552,5.51171693304367,16.250490891324187,3.6894993815459958,146.88798454949364,290.6635597369542,383.7496903723381,674.4132501092922,175.85261735457584,498.5606327547164
2020-02-28,Mulhouse,549,242,176,66,3,884,172,3,160,29,0,2,3.1748925429280876,5.015211174866058,14.180402187455817,3.5269760159471937,127.76845865556021,291.75123568225246,383.81921221167613,675.5704478939285,160.01148505989977,515.5589628340288
2020-02-29,Mulhouse,689,228,136,91,5,888,172,3,200,29,616,3,4.002025895354683,6.292740863970355,16.51015565520452,3.8921069554452115,176.9116930674494,293.257202533606,774.741232357456,1067.998434891062,817.3058253387267,250.6926095523354
2020-03-01,Mulhouse,978,471,274,196,10,898,170,5,285,29,0,2,5.7382843189839035,8.936613702060857,17.318146975466828,4.274006462868821,275.89262074811995,296.4949757251028,1255.5100792943906,1552.0050550194933,285.1247494900544,1266.8803055294388
2020-03-02,Mulhouse,775,325,244,81,4,902,171,4,225,29,0,2,4.516347742509325,7.081221542429202,15.975631416036903,3.852943003998288,197.07552458425752,297.82937025269,543.3669344088812,841.1963046615713,225.92802885763064,615.2682758039407
2020-03-03,Mulhouse,763,276,207,69,3,905,171,4,222,29,788,2,4.443171108659539,6.969312429510197,13.932595282259255,3.078752867284624,154.98750540312165,298.9610057778305,465.12982539841016,764.0908311762407,1010.4656938728094,-246.3748626965687
2020-03-04,Mulhouse,780,226,170,56,3,908,171,4,227,29,0,3,4.546242250216516,7.126913148961934,15.903688103409452,3.5970870937639594,185.17584893320358,299.88185627050694,515.7574010889591,815.639257359466,227.38583024647656,588.2534271129895
2020-03-05,Mulhouse,906,350,259,91,5,913,170,5,264,29,0,2,5.303487466965873,8.27928314226832,15.420499645350356,3.7667604553017426,225.26445167946218,301.3907426847907,638.5639197384976,939.9546624232883,264.1524642999959,675.8021981232923
2020-03-06,Mulhouse,755,255,192,64,3,916,171,4,220,29,0,2,4.398133350867212,6.900390998668652,16.017505616076672,3.6490128802568966,181.87835646532326,302.4444778085008,517.4119771769683,819.8564549854691,220.15858808187159,599.6978669035975
2020-03-07,Mulhouse,1063,341,208,133,7,923,169,6,309,29,0,3,6.25577166567326,9.714868909162082,14.002345829313626,3.1091225397080726,218.1758660841143,304.63756460869564,1004.0817789187458,1308.7193435274414,309.95516382394186,998.7641797034996
2020-03-08,Mulhouse,986,329,204,125,6,929,170,5,287,29,0,3,5.7888375112693184,9.012836513446306,16.05347931801803,3.5793204563545933,233.020430668896,306.6961634891755,1026.239482400578,1332.9356458897535,287.55665610773576,1045.3789897820177
2020-03-09,Mulhouse,844,298,224,74,4,933,171,4,246,29,0,2,4.930217468823221,7.7124492163634955,15.04294444768751,3.335005401690956,185.7893365248029,307.9202578714109,547.5941539955146,855.5144118669255,246.06749537168628,609.4469164952392
2020-03-10,Mulhouse,770,217,159,57,3,935,171,4,224,29,0,3,4.48505775547423,7.033380833515692,17.42762375725407,4.093208497376019,207.95047916065963,308.86840256610895,590.8986131577742,899.7670157238831,224.401659854879,675.3653558690041
2020-03-11,Mulhouse,804,217,163,54,3,938,171,4,234,29,0,3,4.690297583606927,7.346879408178454,14.728516198891965,3.6433821022867847,193.3479433006674,309.754378734413,493.4365896385492,803.1909683729623,234.40390517355,568.7870631994123
2020-03-12,Mulhouse,833,288,217,70,4,942,171,4,242,29,0,2,4.86536142510614,7.613722666280379,17.60342371121203,4.2357870842890275,232.95020657176022,310.91207652930996,606.8553452447276,917.7674217740375,242.91760170961894,674.8498200644186
2020-03-13,Mulhouse,887,236,179,57,3,944,170,5,258,29,0,3,5.189130819474301,8.105873545043915,14.992375939421661,3.3974035945445364,198.92020172978712,311.84812345775435,537.2536610582054,849.1017845159597,258.61979055844466,590.481993957515
2020-03-14,Mulhouse,951,260,154,106,5,950,170,5,277,29,0,3,5.576984573092244,8.693126312247584,14.856060946789478,3.3072699668135916,207.6718165863573,313.6027091487115,973.4926981302361,1287.0954072789477,277.35622739219457,1009.7391798867532
2020-03-15,Mulhouse,926,313,185,129,6,956,170,5,270,29,0,2,5.426497419257443,8.465570503083304,12.994822649460477,2.9080352992637355,177.82295774678937,315.7233761444975,869.5666244737527,1185.2900006182501,270.09600609964735,915.1939945186027
2020-03-16,Mulhouse,771,226,171,55,3,959,171,4,224,29,0,3,4.495477812015019,7.04931438219556,12.272267819791338,2.8566983029386135,145.45986528387388,316.6357933454714,402.426142262116,719.0619356075874,224.91002345067682,494.1519121569106
2020-03-17,Mulhouse,886,247,182,65,3,962,170,5,258,29,0,3,5.182755045610809,8.096198924985035,12.009928620415584,2.8223936193726447,165.05575698818257,317.703951100951,483.820890867502,801.524841968453,258.3111195435989,543.213722424854
2020-03-18,Mulhouse,348,109,81,28,1,964,174,1,101,29,0,3,2.0003883101493187,3.18075856016662,14.321419229601615,3.5409066695924194,81.35366247108252,318.16415233745994,219.78028632221816,537.9444386596781,101.48284550407635,436.46159315560175
2020-03-19,Mulhouse,174,64,47,16,1,964,175,0,50,29,0,2,0.9924580525505686,1.5870651146964398,16.640124998434434,3.914623358787339,44.876259790636084,318.4320041195145,126.85493805279873,445.2869421723132,50.635683530538415,394.6512586417748
2020-03-20,Mulhouse,257,82,62,20,1,965,174,1,74,29,0,3,1.4706123179731714,2.345357753510028,14.03833966977964,3.354326593051553,56.82590593041696,318.7638129055164,153.23739681953566,472.00120972505204,74.82918745608207,397.17202226896995
2020-03-21,Mulhouse,277,88,54,34,2,967,174,1,80,29,867,3,1.588718589771384,2.532030601560135,16.865175886360795,3.7610510344452104,68.78759116748883,319.32779475011523,307.07988664895464,626.4076813990698,948.5599619284483,-322.15228052937846
2020-03-22,Mulhouse,254,66,40,26,1,968,174,1,74,29,0,3,1.4573079382512322,2.324313946550872,13.868401015155575,3.0504432416644605,51.21411372568416,319.7647490451092,238.5352352277485,558.2999842728577,74.15777987513643,484.1422043977213
2020-03-23,Mulhouse,300,111,82,30,1,970,174,1,87,29,0,2,1.7207565085824184,2.740429374633889,16.51032899992597,3.936427846333767,77.92069799190642,320.2570859450716,228.88253872794036,549.1396246730119,87.43403989337537,461.7055847796365
2020-03-24,Mulhouse,184,52,39,12,1,971,174,1,53,29,0,3,1.0492551344422194,1.6773525200722728,13.708177026620058,3.2658865268032526,39.56920833436646,320.4622738819692,102.8277539320369,423.2900278140061,53.51632430769932,369.7737035063068
2020-03-25,Mulhouse,209,77,59,18,1,972,174,1,60,29,311,2,1.1944022245514891,1.90782243734156,16.886015417250732,4.092808407627929,56.40158280213087,320.760062197073,142.45888205424882,463.21894425132183,372.7763305039329,90.44261374738892
2020-03-26,Mulhouse,193,54,41,13,1,972,174,1,56,29,0,3,1.1034480905127761,1.7634462918501752,16.046177955773835,3.8337970185260155,48.83411001295788,320.97657969533026,126.48682189136736,447.4634015866976,56.26316622447228,391.2002353622253
